fips,county,state,lat,long,date,cases,state_code,deaths
1001,Autauga,Alabama,32.53952745,-86.64408227,9/11/2020,1543,AL,23
1001,Autauga,Alabama,32.53952745,-86.64408227,9/12/2020,1551,AL,23
1001,Autauga,Alabama,32.53952745,-86.64408227,9/13/2020,1567,AL,23
1001,Autauga,Alabama,32.53952745,-86.64408227,9/14/2020,1586,AL,23
1001,Autauga,Alabama,32.53952745,-86.64408227,9/15/2020,1601,AL,23
1001,Autauga,Alabama,32.53952745,-86.64408227,9/16/2020,1614,AL,24
1001,Autauga,Alabama,32.53952745,-86.64408227,9/17/2020,1650,AL,24
1001,Autauga,Alabama,32.53952745,-86.64408227,9/18/2020,1659,AL,24
1001,Autauga,Alabama,32.53952745,-86.64408227,9/19/2020,1675,AL,24
1001,Autauga,Alabama,32.53952745,-86.64408227,9/20/2020,1676,AL,24
1001,Autauga,Alabama,32.53952745,-86.64408227,9/21/2020,1697,AL,24
1001,Autauga,Alabama,32.53952745,-86.64408227,9/22/2020,1697,AL,25
1001,Autauga,Alabama,32.53952745,-86.64408227,9/23/2020,1711,AL,25
1001,Autauga,Alabama,32.53952745,-86.64408227,9/24/2020,1736,AL,25
1001,Autauga,Alabama,32.53952745,-86.64408227,9/25/2020,1750,AL,25
1001,Autauga,Alabama,32.53952745,-86.64408227,9/26/2020,1758,AL,25
1001,Autauga,Alabama,32.53952745,-86.64408227,9/27/2020,1770,AL,25
1001,Autauga,Alabama,32.53952745,-86.64408227,9/28/2020,1776,AL,25
1001,Autauga,Alabama,32.53952745,-86.64408227,9/29/2020,1785,AL,27
1001,Autauga,Alabama,32.53952745,-86.64408227,9/30/2020,1792,AL,27
1001,Autauga,Alabama,32.53952745,-86.64408227,10/1/2020,1799,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/2/2020,1812,AL,27
1001,Autauga,Alabama,32.53952745,-86.64408227,10/3/2020,1821,AL,27
1001,Autauga,Alabama,32.53952745,-86.64408227,10/4/2020,1824,AL,27
1001,Autauga,Alabama,32.53952745,-86.64408227,10/5/2020,1832,AL,27
1001,Autauga,Alabama,32.53952745,-86.64408227,10/6/2020,1843,AL,27
1001,Autauga,Alabama,32.53952745,-86.64408227,10/7/2020,1847,AL,27
1001,Autauga,Alabama,32.53952745,-86.64408227,10/8/2020,1875,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/9/2020,1894,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/10/2020,1901,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/11/2020,1907,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/12/2020,1921,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/13/2020,1925,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/14/2020,1946,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/15/2020,1958,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/16/2020,1971,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/17/2020,1985,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/18/2020,1995,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/19/2020,2006,AL,28
1001,Autauga,Alabama,32.53952745,-86.64408227,10/20/2020,2018,AL,29
1001,Autauga,Alabama,32.53952745,-86.64408227,10/21/2020,2021,AL,30
1001,Autauga,Alabama,32.53952745,-86.64408227,10/22/2020,2027,AL,30
1001,Autauga,Alabama,32.53952745,-86.64408227,10/23/2020,2040,AL,30
1001,Autauga,Alabama,32.53952745,-86.64408227,10/24/2020,2055,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,10/25/2020,2070,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,10/26/2020,2079,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,10/27/2020,2098,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,10/28/2020,2120,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,10/29/2020,2134,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,10/30/2020,2154,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,10/31/2020,2168,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,11/1/2020,2182,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,11/2/2020,2195,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,11/3/2020,2210,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,11/4/2020,2229,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,11/5/2020,2244,AL,31
1001,Autauga,Alabama,32.53952745,-86.64408227,11/6/2020,2257,AL,30
1001,Autauga,Alabama,32.53952745,-86.64408227,11/7/2020,2286,AL,30
1001,Autauga,Alabama,32.53952745,-86.64408227,11/8/2020,2307,AL,30
1001,Autauga,Alabama,32.53952745,-86.64408227,11/9/2020,2328,AL,30
1001,Autauga,Alabama,32.53952745,-86.64408227,11/10/2020,2328,AL,30
1001,Autauga,Alabama,32.53952745,-86.64408227,11/11/2020,2351,AL,32
1001,Autauga,Alabama,32.53952745,-86.64408227,11/12/2020,2385,AL,32
1001,Autauga,Alabama,32.53952745,-86.64408227,11/13/2020,2417,AL,36
1001,Autauga,Alabama,32.53952745,-86.64408227,11/14/2020,2435,AL,36
1001,Autauga,Alabama,32.53952745,-86.64408227,11/15/2020,2456,AL,36
1001,Autauga,Alabama,32.53952745,-86.64408227,11/16/2020,2481,AL,36
1001,Autauga,Alabama,32.53952745,-86.64408227,11/17/2020,2506,AL,37
1001,Autauga,Alabama,32.53952745,-86.64408227,11/18/2020,2529,AL,37
1001,Autauga,Alabama,32.53952745,-86.64408227,11/19/2020,2554,AL,39
1001,Autauga,Alabama,32.53952745,-86.64408227,11/20/2020,2580,AL,39
1001,Autauga,Alabama,32.53952745,-86.64408227,11/21/2020,2597,AL,39
1001,Autauga,Alabama,32.53952745,-86.64408227,11/22/2020,2617,AL,39
1001,Autauga,Alabama,32.53952745,-86.64408227,11/23/2020,2634,AL,39
1001,Autauga,Alabama,32.53952745,-86.64408227,11/24/2020,2661,AL,39
1001,Autauga,Alabama,32.53952745,-86.64408227,11/25/2020,2686,AL,41
1001,Autauga,Alabama,32.53952745,-86.64408227,11/26/2020,2704,AL,42
